claim_id,source_id,question_id,paper_key,page_ref,dimension,concept,definition,mechanism,causal_chain,variables_parameters,theory_evidence_status,claim_text,project_use,validation_status,reviewer_comment,note_path,cluster_id,cluster_question_id,evidence_anchor,quote_or_paraphrase,memo_section_target,confidence
CLM_C6_Q06_003,PDF002,C6_Q06,Hirano_Toda_2025a,"1, 2, 16, 17 - Key passage(s), paraphrased or short quote only: - ""Since McCallum (1987), it is well known that in an overlapping generations (OLG) economy with land, th...",causality,land,,land changes R versus G and debt-rollover conditions,"Core claim: The paper refutes the conventional McCallum/Homburg claim that land unconditionally guarantees Pareto efficiency ($RG$), proving that their result depends on knife-edge balanced-growth restrictions and...",,measurement_or_empirical_motivation,"Core claim: The paper refutes the conventional McCallum/Homburg claim that land unconditionally guarantees Pareto efficiency ($RG$), proving that their result depends on knife-edge balanced-growth restrictions and...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Land and Infinite Debt Rollover.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1, 2, 16, 17 - Key passage(s), paraphrased or short quote only: - ""Since McCallum (1987), it is well known that in an overlapping generations (OLG) economy with land, th...",paraphrase,1. Introduction,medium
CLM_C6_Q06_004,PDF003,C6_Q06,Hirano_Stiglitz_2025c,"1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",variables_parameters,land,,land speculation crowds out productive capital,,k_{t+1},measurement_or_empirical_motivation,"Core claim: The macroeconomic impact of a credit boom depends strictly on its sectoral composition, as credit expansions directed toward real estate systematically crowd out productive commercial investment and ret...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Low-Interest-Rate Policy.",03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",paraphrase,4. Mechanism I,medium
CLM_C6_Q06_005,PDF004,C6_Q06,Hirano_Stiglitz_2025b,"3, 4, 9, 17, 34, 49 - Key passage(s), paraphrased or short quote only: - ""This paper is meant to provide an overview of the research program, providing the simplest mode...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The paper organizes a four-part theoretical research program demonstrating that market economies are intrinsically prone to expectation-driven instability, and that the presence of land and credit frict...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Growth and Fluctuations Economies with Land Speculation.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 3, 4, 9, 17, 34, 49 - Key passage(s), paraphrased or short quote only: - ""This paper is meant to provide an overview of the research program, providing the simplest mode...",paraphrase,5. Mechanism II,medium
CLM_C6_Q06_006,PDF005,C6_Q06,Hirano_Stiglitz_2025a,"327, 329, 335, 345 - Key passage(s), paraphrased or short quote only: - ""We analyse the effects of land taxation in a way that goes beyond the suggestion by Henry George...",variables_parameters,land,,land speculation crowds out productive capital,,K_t,measurement_or_empirical_motivation,"Core claim: The Henry George question is reconstructed to analyze how land speculation dynamically crowds out productive capital in endogenous growth models, proving that Georgist land taxation and strict financial...",policy / taxation / regulation,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Henry George, Land Speculation, and Economic Growth and Transformation.",03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 327, 329, 335, 345 - Key passage(s), paraphrased or short quote only: - ""We analyse the effects of land taxation in a way that goes beyond the suggestion by Henry George...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_007,PDF006,C6_Q06,Hirano_Stiglitz_2022b,"1, 2, 10 - Key passage(s), paraphrased or short quote only: - ""In the Real Business Cycle (RBC) model (or other representative agent models) or the Solow model, there is...",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,measurement_or_empirical_motivation,"Core claim: Wobbly macro-dynamics describes a rational-expectations economy that infinitely fluctuates without converging or displaying regular periodicity, fundamentally challenging standard RBC and Solow models t...",wobbly dynamics and instability,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for The Wobbly Economy: Global Dynamics with Phase and State Transitions.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1, 2, 10 - Key passage(s), paraphrased or short quote only: - ""In the Real Business Cycle (RBC) model (or other representative agent models) or the Solow model, there is...",paraphrase,8. Wobbly dynamics,medium
CLM_C6_Q06_008,PDF007,C6_Q06,Hirano_Stiglitz_2022a,"7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",causality,land,,land speculation crowds out productive capital,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",K_t,measurement_or_empirical_motivation,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Land Speculation and Wobbly Dynamics with Endogenous Phase Transitions.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_009,PDF008,C6_Q06,Hirano_Jinnai_Toda_2024,"2, 3, 9 - Key passage(s), paraphrased or short quote only: - ""Capital investment and land price reinforce each other, with endogenous changes in land rents, generating a...",variables_parameters,land,,land speculation crowds out productive capital,,P_t; D_t/r_t; k_{t+1}; W,measurement_or_empirical_motivation,"Core claim: The model features a powerful financial accelerator where rising land prices increase aggregate wealth, fueling greater capital investment that recursively drives up land rents and asset demand, ultimat...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Leverage, Endogenous Unbalanced Growth, and Asset Price Bubbles.",03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 2, 3, 9 - Key passage(s), paraphrased or short quote only: - ""Capital investment and land price reinforce each other, with endogenous changes in land rents, generating a...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_010,PDF009,C6_Q06,Stiglitz_2015c,"1, 2, 4, 11 - Key passage(s), paraphrased or short quote only: - ""if wealth (with a growing population, wealth per capita), appropriately measured, was non-decreasing, t...",causality,land,,land speculation crowds out productive capital,"Core claim: Standard wealth metrics fail to accurately assess economic sustainability because they conflate non-productive asset inflation (like land and capitalized monopoly rents) with true productive capital, wh...",D_t/r_t; K_t; W,measurement_or_empirical_motivation,"Core claim: Standard wealth metrics fail to accurately assess economic sustainability because they conflate non-productive asset inflation (like land and capitalized monopoly rents) with true productive capital, wh...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for The Measurement of Wealth: Recessions, Sustainability and Inequality.",03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1, 2, 4, 11 - Key passage(s), paraphrased or short quote only: - ""if wealth (with a growing population, wealth per capita), appropriately measured, was non-decreasing, t...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_011,PDF010,C6_Q06,Stiglitz_2015b,"16, 17, 18 - Key passage(s), paraphrased or short quote only: - ""It is the decision of the banks (the central bank) concerning credit availability that drives the price ...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,P_t; collateral parameter; W,measurement_or_empirical_motivation,"Core claim: Part IV explains the ""wealth residual"" by showing that credit expansion, explicitly secured by land collateral, artificially inflates land prices and measured wealth while contributing nothing to—and po...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for New Theoretical Perspectives on the Distribution of Income and Wealth among Individuals: Part IV: Land and Credit.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 16, 17, 18 - Key passage(s), paraphrased or short quote only: - ""It is the decision of the banks (the central bank) concerning credit availability that drives the price ...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_012,PDF011,C6_Q06,Stiglitz_2015a,"10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere e...",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,W,measurement_or_empirical_motivation,"Core claim: The wealth residual represents the massive gap between the observed surge in aggregate wealth and the actual, much lower rate of real capital accumulation dictated by national savings data, indicating t...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for New Theoretical Perspectives on the Distribution of Income and Wealth among Individuals: Part I. The Wealth Residual.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 10, 11, 28 - Key passage(s), paraphrased or short quote only: - ""If these numbers were accurate, the observed increase in wealth income ratios must come from somewhere e...",paraphrase,3. Conceptual objects,medium
CLM_C6_Q06_013,PDF012,C6_Q06,Toda_2025,"1, 2, 3 - Key passage(s), paraphrased or short quote only: - ""Skeptics of rational land or housing bubbles have claimed that bubbles do not exist on the basis of the sup...",variables_parameters,land,,leverage creates land-bubble phase transition,,D_t/r_t,measurement_or_empirical_motivation,"Core claim: The paper refutes the empirical objection that stationary housing rent-yields rule out rational bubbles, demonstrating that land bubbles inevitably emerge even when the aggregate housing rent-to-price r...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Land Bubbles Despite Non-Vanishing Rents.,03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1, 2, 3 - Key passage(s), paraphrased or short quote only: - ""Skeptics of rational land or housing bubbles have claimed that bubbles do not exist on the basis of the sup...",paraphrase,1. Introduction,medium
CLM_C6_Q06_014,PDF013,C6_Q06,Hirano_Stiglitz_2024_stored2021,"1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The sectoral-credit hypothesis asserts that credit expansions enhance long-run economic growth only when directed to productive sectors (like manufacturing), whereas credit expansions directed toward re...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Long-Run Economic Growth.",03_notes/clusters/C6_Q06.md,C6,C6_Q06,"- Page(s): 1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",paraphrase,5. Mechanism II,medium
